id,warId,year,yearAU,relativeYear,label,locationLabel,latitude,longitude,stoaId,currentCountry,outcome,civil,naval,siege,sack,final,period,y1,y2
195,63,259,1012,291,Battle of Mediolanum,Mediolanum,45.463746,9.18806,383706,IT,W,n,n,n,n,,E,-0.09677855569,-0.1010659503
196,61,260,1013,292,Battle of Edessa,Edessa,37.9122455,40.2334445,874298,TR,L,n,n,n,n,,E,-0.2013254587,-0.09467679093
197,63,268,1021,300,Battle of Naissus,Naissus,43.316295,21.893884,207303,RS,W,n,n,n,n,,E,-0.2147968211,-0.1055285937
198,63,269,1022,301,Battle of Lake Benacus,Lake Benacus,45.63003951,10.68428684,383587,IT,W,n,n,n,n,,E,-0.116096718,-0.09444928954
199,63,271,1024,303,Battle of Fano,Fano,43.844902,13.016921,413129,IT,W,n,n,n,n,,E,-0.1544849698,0.04140538788
200,63,271,1024,303,Battle of Pavia,Pavia,45.185899,9.156562,383798,IT,W,n,n,n,n,,E,-0.1544849698,0.04140538788
201,63,271,1024,303,Battle of Placentia,Placentia,45.0525855,9.6976645,383741,IT,L,n,n,n,n,,E,-0.157092719,0.03965893942
202,64,272,1025,304,Battle of Emesa,Emesa,34.7376565,36.719319,668261,SY,W,n,n,n,n,,E,-0.2569032601,0.05255133089
203,64,272,1025,304,Battle of Immae,Immae,,,-,-,W,n,n,n,n,,E,-0.2351744712,0.008902308468
204,62,274,1027,306,Battle of Châlons,Châlons,48.9575,4.365,-,FR,C,y,n,n,n,,E,-0.2466628369,0.07818382671
205,62,285,1038,317,Battle of the Margus,Margus,44.7183621,21.0386919,207268,RS,C,y,n,n,n,,E,-0.2555864644,0.0271894577
206,61,296,1049,328,Battle of Carrhae,Carrhae,36.8655215,39.0301785,658427,TR,L,n,n,n,n,,E,-0.2072920845,-0.09062716771
207,63,298,1051,330,Battle of Lingones,Lingones,47.864221,5.335214,177564,FR,W,n,n,n,n,,E,-0.2836778166,0.2338144615
208,61,298,1051,330,Battle of Satala,Satala,40.027787,39.597934,874684,TR,W,n,n,n,n,,E,-0.2795042863,0.1933704563
209,63,298,1051,330,Battle of Vindonissa,Vindonissa,47.478494,8.220204,177661,CH,W,n,n,n,n,,E,-0.1844120361,-0.132890097
210,65,312,1065,344,Battle of Milvian Bridge,Milvian Bridge,,,-,-,C,n,n,n,n,,E,-0.1978525598,-0.1231786279
211,65,312,1065,344,Battle of Turin,Turin,,,,-,C,n,n,n,n,,E,-0.1767961311,-0.2748012599
212,65,312,1065,344,Battle of Verona,Verona,45.438954,10.994371,383816,IT,C,n,n,n,n,,E,-0.1252832297,-0.09396202228
213,65,313,1066,345,Battle of Tzirallum,Tzirallum,,,-,-,C,n,n,n,n,,E,-0.2018903714,-0.1189595817
214,65,314,1067,346,Battle of Cibalae,Cibalae,45.291016,18.801056,197207,HR,C,n,n,n,n,,E,-0.1798917805,-0.1427546861
215,65,316,1069,348,Battle of Mardia,Mardia,,,-,-,C,n,n,n,n,,E,-0.1317914146,-0.09928727091
216,65,324,1077,356,Battle of Adrianople,Adrianople,41.676459,26.562891,501428,TR,C,n,n,n,n,,E,-0.1389085517,-0.07122915011
217,65,324,1077,356,Battle of Chrysopolis,Chrysopolis,41.020639,29.012856,520995,TR,C,n,n,n,n,,E,-0.2819095215,0.18233194
218,65,324,1077,356,Battle of the Hellespont,Hellespont,40.2,26.4,501434,TR,C,n,n,n,n,,E,-0.2105461061,-0.0938711684
219,66,344,1097,376,Battle of Singara,Singara,36.3224685,41.861983,874699,IQ,,n,n,n,n,,E,-0.2176551281,-0.1229729009
220,67,351,1104,383,Battle of Mursa Major,Mursa Major,45.560018,18.675749,197389,HR,C,y,n,n,n,,E,-0.1861974406,-0.1403798611
221,67,353,1106,385,Battle of Mons Seleucus,Mons Seleucus,,,-,-,C,y,n,n,n,,E,-0.2757392255,0.1515263435
222,68,356,1109,388,Battle of Reims,Reims,49.2539525,4.0332025,108945,FR,L,n,n,n,n,,E,-0.2866229404,0.217161466
223,68,357,1110,389,Battle of Strasbourg,Strasbourg,,,-,-,W,n,n,n,n,,E,-0.2053148024,-0.1210425134
224,66,359,1112,391,Siege of Amida,Amida,37.9122455,40.2334445,874298,TR,L,n,n,y,n,,E,-0.2138990687,-0.09357821475
225,66,363,1116,395,Battle of Ctesiphon,Ctesiphon,33.094703,44.58122267,893976,IQ,W,n,n,n,n,,E,-0.2032614751,-0.1279392043
226,,366,1119,398,Battle of Thyatira,Thyatira,38.910724,27.844879,550924,TR,C,y,n,n,n,,E,-0.2452615813,-0.1467919305
227,68,368,1121,400,Battle of Solicinium,Solicinium,,,123120,-,W,n,n,n,n,,E,-0.2070592227,-0.120543162
228,69,377,1130,409,Battle of the Willows,Willows,,,,-,,n,n,n,n,,E,-0.276569043,0.1484858396
229,69,378,1131,410,Battle of Adrianople,Adrianople,41.676459,26.562891,501428,TR,L,n,n,n,n,,E,-0.2138990687,-0.09357821475
230,69,378,1131,410,Battle of Argentovaria,Argentovaria,48.0512685,7.545778,108755,FR,W,n,n,n,n,,E,-0.2193635595,-0.05610444377
231,69,380,1133,412,Battle of Thessalonica,Thessalonica,40.628342,22.952885,491741,GR,L,n,n,n,n,,E,-0.199160866,-0.08231666081
232,,388,1141,420,Battle of the Save,Save,,,-,-,C,y,n,n,n,,E,-0.2123520016,-0.1161975213
233,,394,1147,426,Battle of the Frigidus,Frigidus,45.5,13.5,197279,HR,C,y,n,n,n,,E,-0.2409591374,-0.1829191139
234,70,402,1155,434,Battle of Pollentia,Pollentia,44.686768,7.895976,383745,IT,W,n,n,n,n,,E,-0.1440390243,-0.09296718497
235,70,402,1155,434,Battle of Verona,Verona,45.438954,10.994371,383816,IT,W,n,n,n,n,,E,-0.1271356323,-0.09875676317
236,70,406,1159,438,Battle of Mainz,Mainz,49.998912,8.273869,109169,DE,L,n,n,n,n,,E,-0.22985882,-0.07675793113
237,70,410,1163,442,Sack of Rome,Rome,41.891775,12.486137,423025,IT,L,n,n,n,y,,E,-0.05977655417,-0.09741519447
238,70,419,1172,451,Battle of the Nervasos Mountains,Nervasos Mountains,,,-,-,W,n,n,n,n,,E,-0.152068854,-0.09765850818
239,,432,1185,464,Battle of Ravenna,Ravenna,44.415718,12.196604,393480,IT,C,y,n,n,n,,E,-0.06652013523,-0.09705801998
240,71,436,1189,468,Battle of Narbonne,Narbonne,43.1836165,3.004203,246347,FR,W,n,n,n,n,,E,-0.1502834206,-0.04342951808
241,72,447,1200,479,Battle of the Utus,Utus,43.5,24.5,217034,BG,,n,n,n,n,,E,-0.1487721722,-0.1248269784
242,72,451,1204,483,Battle of the Catalaunian Plains,Catalaunian Plains,,,-,-,,n,n,n,n,,E,-0.1392955865,-0.1208816169
243,73,455,1208,487,Sack of Rome,Rome,41.891775,12.486137,423025,IT,L,n,n,n,y,,E,-0.07907714825,-0.09639293644
244,73,463,1216,495,Battle of Orleans,Orleans,,,-,-,W,n,n,n,n,,E,-0.1494907463,-0.10189453
245,70,468,1221,500,Battle of Cap Bon,Cap Bon,37.0836241,11.0416578,315036,TN,W,n,n,n,n,,E,-0.1474328258,-0.05405870576
246,73,486,1239,518,Battle of Soissons,Soissons,49.380839,3.3258515,108772,FR,L,n,n,n,n,,E,-0.2353997741,-0.05963617833
247,73,516,1269,548,Battle of Mons Badonicus,Mons Badonicus,,,-,-,W,n,n,n,n,,E,-0.2274555221,-0.1147045914
